NAME,#,MIRIAM,SHORT NAME,COMPARTMENT,ensembl_gene,ensembl_transcript,ensembl_protein,entrez_gene,refseq_gene,uniprot_gene
ENSMUSG00000023852,,,,,ENSMUSG00000023852,ENSMUST00000024627; ENSMUST00000173040; ENSMUST00000173159; ENSMUST00000173311; ENSMUST00000174461,ENSMUSP00000024627; ENSMUSP00000133406; ENSMUSP00000134091; ENSMUSP00000134718,12648,NC_000083.7,P40201
ENSMUSG00000023868,,,,,ENSMUSG00000023868,ENSMUST00000024647; ENSMUST00000089085; ENSMUST00000115708; ENSMUST00000115715; ENSMUST00000115717; ENSMUST00000115720; ENSMUST00000115722; ENSMUST00000115724; ENSMUST00000136160; ENSMUST00000141877; ENSMUST00000149440; ENSMUST00000233016; ENSMUST00000233052; ENSMUST00000233652,ENSMUSP00000024647; ENSMUSP00000086485; ENSMUSP00000111380; ENSMUSP00000111385; ENSMUSP00000111389; ENSMUSP00000123216; ENSMUSP00000138135; ENSMUSP00000156509; ENSMUSP00000156648,23984,NC_000083.7,Q8CA95;A0A384DV92;Q7TPG2;F8WHK3;A0A3B2W3N3;A0A3B2WCR8;S4R197
ENSMUSG00000023908,,,,,ENSMUSG00000023908,ENSMUST00000024701; ENSMUST00000232822; ENSMUST00000233238; ENSMUST00000233812; ENSMUST00000233954,ENSMUSP00000024701,268930,NC_000083.7,Q9ESG9
ENSMUSG00000023912,,,,,ENSMUSG00000023912,ENSMUST00000024705; ENSMUST00000233442,ENSMUSP00000024705; ENSMUSP00000156649,74011,NC_000083.7,A0A3B2WCR9;Q9D6D0
ENSMUSG00000023913,,,,,ENSMUSG00000023913,ENSMUST00000024706; ENSMUST00000163489; ENSMUST00000165706; ENSMUST00000167214; ENSMUST00000167418; ENSMUST00000169694,ENSMUSP00000024706; ENSMUSP00000130404; ENSMUSP00000131898; ENSMUSP00000132027,27226,NC_000083.7,Q60963
ENSMUSG00000023915,,,,,ENSMUSG00000023915,ENSMUST00000024708; ENSMUST00000233482,ENSMUSP00000024708,94185,NC_000083.7,Q9EPU5
ENSMUSG00000023921,,,,,ENSMUSG00000023921,ENSMUST00000169611; ENSMUST00000233222,ENSMUSP00000130941; ENSMUSP00000156673,17850,NC_000083.7,P16332;Q9CSI4
ENSMUSG00000023926,,,,,ENSMUSG00000023926,ENSMUST00000024721; ENSMUST00000233619; ENSMUST00000233740,ENSMUSP00000024721; ENSMUSP00000156765; ENSMUSP00000156889,19743,NC_000083.7,Q9QUT0;A0A3B2W462;A0A3B2WBH6
ENSMUSG00000023938,,,,,ENSMUSG00000023938,ENSMUST00000024733; ENSMUST00000232693; ENSMUST00000233391; ENSMUST00000233523,ENSMUSP00000024733,224805,NC_000083.7,Q14CH7
ENSMUSG00000023942,,,,,ENSMUSG00000023942,ENSMUST00000051574; ENSMUST00000064889; ENSMUST00000097317; ENSMUST00000163492; ENSMUST00000163905; ENSMUST00000164217; ENSMUST00000164618; ENSMUST00000164769; ENSMUST00000166119; ENSMUST00000166633; ENSMUST00000167195; ENSMUST00000167332; ENSMUST00000167692; ENSMUST00000167748; ENSMUST00000167863; ENSMUST00000168274; ENSMUST00000169729; ENSMUST00000170113; ENSMUST00000170425; ENSMUST00000170488; ENSMUST00000171081; ENSMUST00000171847; ENSMUST00000171876; ENSMUST00000171978; ENSMUST00000172301,ENSMUSP00000063096; ENSMUSP00000063757; ENSMUSP00000094923; ENSMUSP00000126703; ENSMUSP00000126934; ENSMUSP00000127343; ENSMUSP00000127754; ENSMUSP00000128304; ENSMUSP00000128763; ENSMUSP00000128999; ENSMUSP00000129240; ENSMUSP00000129242; ENSMUSP00000129345; ENSMUSP00000131075; ENSMUSP00000131116; ENSMUSP00000131217; ENSMUSP00000131483; ENSMUSP00000131646; ENSMUSP00000131976; ENSMUSP00000133162,63959,NC_000083.7,Q9JIM1;Q3TCZ2
ENSMUSG00000023943,,,,,ENSMUSG00000023943,ENSMUST00000024738,ENSMUSP00000024738,20888,NC_000083.7,Q80VR3
ENSMUSG00000023945,,,,,ENSMUSG00000023945,ENSMUST00000095712; ENSMUST00000233507; ENSMUST00000233758,ENSMUSP00000093379; ENSMUSP00000156430,63993,NC_000083.7,Q8BGY9
ENSMUSG00000023953,,,,,ENSMUSG00000023953,ENSMUST00000024749; ENSMUST00000233438; ENSMUST00000233924,ENSMUSP00000024749; ENSMUSP00000156401,80905,NC_000083.7,Q9JJN0
ENSMUSG00000023963,,,,,ENSMUSG00000023963,ENSMUST00000170988; ENSMUST00000233165; ENSMUST00000233437; ENSMUST00000233627,ENSMUSP00000130073; ENSMUSP00000156567; ENSMUSP00000156653; ENSMUSP00000156870,56050,NC_000083.7,Q9JKJ9;A0A3B2W4C8;A0A3B2WCK5;Q544S6;A0A3B2W7Q2
ENSMUSG00000023977,,,,,ENSMUSG00000023977,ENSMUST00000113335; ENSMUST00000113337; ENSMUST00000223860; ENSMUST00000224442; ENSMUST00000224759; ENSMUST00000225599; ENSMUST00000225712; ENSMUST00000225751,ENSMUSP00000108961; ENSMUSP00000108963; ENSMUSP00000152895,224826,NC_000083.7,Q6WKZ8;Q3UPU3
ENSMUSG00000024006,,,,,ENSMUSG00000024006,ENSMUST00000009138; ENSMUST00000119274; ENSMUST00000125070; ENSMUST00000126619; ENSMUST00000126671; ENSMUST00000126893; ENSMUST00000129094; ENSMUST00000140355; ENSMUST00000141431; ENSMUST00000142366; ENSMUST00000142923; ENSMUST00000144299; ENSMUST00000144516; ENSMUST00000145298; ENSMUST00000156732; ENSMUST00000232723; ENSMUST00000232724; ENSMUST00000232836; ENSMUST00000233093; ENSMUST00000233329; ENSMUST00000233441; ENSMUST00000233510; ENSMUST00000233606; ENSMUST00000233723; ENSMUST00000233864,ENSMUSP00000009138; ENSMUSP00000113657; ENSMUSP00000156467; ENSMUSP00000156577; ENSMUSP00000156592; ENSMUSP00000156597; ENSMUSP00000156610; ENSMUSP00000156699; ENSMUSP00000156711; ENSMUSP00000156784; ENSMUSP00000156829,106504,NC_000083.7,Q91VJ4
ENSMUSG00000024014,,,,,ENSMUSG00000024014,ENSMUST00000024811; ENSMUST00000234263; ENSMUST00000234270; ENSMUST00000234294; ENSMUST00000234478; ENSMUST00000234650; ENSMUST00000234665,ENSMUSP00000024811; ENSMUSP00000156987; ENSMUSP00000157125; ENSMUSP00000157217,18712,NC_000083.7,P06803
ENSMUSG00000024019,,,,,ENSMUSG00000024019,ENSMUST00000024816; ENSMUST00000127695; ENSMUST00000128410; ENSMUST00000129864; ENSMUST00000130052; ENSMUST00000130423; ENSMUST00000138939; ENSMUST00000172516; ENSMUST00000172610; ENSMUST00000234278; ENSMUST00000234388; ENSMUST00000234666; ENSMUST00000234716; ENSMUST00000234911; ENSMUST00000235014; ENSMUST00000235028; ENSMUST00000235031,ENSMUSP00000024816; ENSMUSP00000122706; ENSMUSP00000134356; ENSMUSP00000157075; ENSMUSP00000157162; ENSMUSP00000157171; ENSMUSP00000157200; ENSMUSP00000157320; ENSMUSP00000157341; ENSMUSP00000157368,74157,NC_000083.7,Q9DBC3
ENSMUSG00000024026,,,,,ENSMUSG00000024026,ENSMUST00000024823; ENSMUST00000167624; ENSMUST00000235171; ENSMUST00000235547; ENSMUST00000235873; ENSMUST00000236335; ENSMUST00000236619; ENSMUST00000236995; ENSMUST00000237063; ENSMUST00000237343,ENSMUSP00000024823; ENSMUSP00000126586; ENSMUSP00000157517; ENSMUSP00000157858; ENSMUSP00000158067; ENSMUSP00000158296; ENSMUSP00000158475,109801,NC_000083.7,Q9CPU0;A5GZX3
ENSMUSG00000024030,,,,,ENSMUSG00000024030,ENSMUST00000024829; ENSMUST00000139013; ENSMUST00000236241; ENSMUST00000236391; ENSMUST00000236427,ENSMUSP00000024829; ENSMUSP00000157670; ENSMUSP00000157735; ENSMUSP00000157940,11307,NC_000083.7,Q64343;Q0VDW9
ENSMUSG00000024036,,,,,ENSMUSG00000024036,ENSMUST00000165149; ENSMUST00000171233; ENSMUST00000235220; ENSMUST00000235230; ENSMUST00000235261; ENSMUST00000235564; ENSMUST00000235972; ENSMUST00000236147; ENSMUST00000236251; ENSMUST00000236467; ENSMUST00000236710; ENSMUST00000237389; ENSMUST00000237425; ENSMUST00000237460; ENSMUST00000237835; ENSMUST00000237928; ENSMUST00000237932; ENSMUST00000237980,ENSMUSP00000126111; ENSMUSP00000128223; ENSMUSP00000157478; ENSMUSP00000157526; ENSMUSP00000157617; ENSMUSP00000157739; ENSMUSP00000158034; ENSMUSP00000158451; ENSMUSP00000158467,224674,NC_000083.7,Q8R070
ENSMUSG00000024038,,,,,ENSMUSG00000024038,ENSMUST00000046288; ENSMUST00000064798; ENSMUST00000185273; ENSMUST00000189436; ENSMUST00000191598,ENSMUSP00000049000; ENSMUSP00000066303; ENSMUSP00000140032,78330,NC_000083.7,Q8BK30;A0A087WQ40;Q3U422
ENSMUSG00000024039,,,,,ENSMUSG00000024039,ENSMUST00000067801; ENSMUST00000078509; ENSMUST00000118504; ENSMUST00000128351; ENSMUST00000135425; ENSMUST00000143982; ENSMUST00000151597; ENSMUST00000151718; ENSMUST00000155814; ENSMUST00000235180; ENSMUST00000236853; ENSMUST00000236909,ENSMUSP00000066878; ENSMUSP00000077597; ENSMUSP00000113209; ENSMUSP00000117454; ENSMUSP00000118472; ENSMUSP00000118785; ENSMUSP00000158148; ENSMUSP00000158269; ENSMUSP00000158373,12411,NC_000083.7,Q91WT9
ENSMUSG00000024052,,,,,ENSMUSG00000024052,ENSMUST00000053173; ENSMUST00000125665; ENSMUST00000126681; ENSMUST00000129635; ENSMUST00000130750; ENSMUST00000133156; ENSMUST00000135589; ENSMUST00000140150; ENSMUST00000142842; ENSMUST00000149973; ENSMUST00000154507; ENSMUST00000156565; ENSMUST00000156570,ENSMUSP00000115061; ENSMUSP00000118610; ENSMUSP00000119282; ENSMUSP00000120634; ENSMUSP00000127035,64898,NC_000083.7,Q99PI5;F6VTY5;E9PWN0;D6RH34
ENSMUSG00000024055,,,,,ENSMUSG00000024055,ENSMUST00000075253; ENSMUST00000123653; ENSMUST00000137222; ENSMUST00000139353; ENSMUST00000141325; ENSMUST00000145683; ENSMUST00000146718; ENSMUST00000234083; ENSMUST00000234532; ENSMUST00000234534; ENSMUST00000234653; ENSMUST00000234683; ENSMUST00000234946; ENSMUST00000235098,ENSMUSP00000074733; ENSMUSP00000117168; ENSMUSP00000118919; ENSMUSP00000123282; ENSMUSP00000123495; ENSMUSP00000157023; ENSMUSP00000157120; ENSMUSP00000157210,170716,NC_000083.7,A0A3Q4EGQ8;Q99N19;A0A3Q4EBU2;D6RH52;B8JK07;G3UVU3;E9Q4L9
ENSMUSG00000024064,,,,,ENSMUSG00000024064,ENSMUST00000024858; ENSMUST00000112591; ENSMUST00000146565; ENSMUST00000232785; ENSMUST00000233326,ENSMUSP00000024858; ENSMUSP00000108210,71685,NC_000083.7,Q8BVG5;Q08EC9
ENSMUSG00000024066,,,,,ENSMUSG00000024066,ENSMUST00000024866; ENSMUST00000232717; ENSMUST00000232783; ENSMUST00000232843; ENSMUST00000232957; ENSMUST00000233162; ENSMUST00000233352; ENSMUST00000233392; ENSMUST00000233433; ENSMUST00000233449; ENSMUST00000233570; ENSMUST00000233621; ENSMUST00000233807; ENSMUST00000233946,ENSMUSP00000024866; ENSMUSP00000156753; ENSMUSP00000156860; ENSMUSP00000156944,22436,NC_000083.7,Q00519;Q9CVF2
ENSMUSG00000024068,,,,,ENSMUSG00000024068,ENSMUST00000024869; ENSMUST00000224711; ENSMUST00000225549; ENSMUST00000233554; ENSMUST00000233611,ENSMUSP00000024869; ENSMUSP00000153004; ENSMUSP00000153469; ENSMUSP00000156393; ENSMUSP00000156766,50850,NC_000083.7,Q9QYY8;A0A3B2WC92;A0A286YE25;A0A286YCJ4;A0A3B2WBA7
ENSMUSG00000024069,,,,,ENSMUSG00000024069,ENSMUST00000024870; ENSMUST00000179074; ENSMUST00000232866; ENSMUST00000233042; ENSMUST00000233157; ENSMUST00000233180; ENSMUST00000233799; ENSMUST00000234515; ENSMUST00000235003,ENSMUSP00000024870; ENSMUSP00000136503; ENSMUSP00000156452; ENSMUSP00000156552; ENSMUSP00000156724; ENSMUSP00000157268; ENSMUSP00000157293,210148,NC_000083.7,Q8BJM5;A0A3B2WCW5;J3QMX8;A0A3B2WCC9;A0A3B2WCJ8;A0A3Q4EGM9;A0A3Q4EC60
ENSMUSG00000024070,,,,,ENSMUSG00000024070,ENSMUST00000003191; ENSMUST00000118768; ENSMUST00000118991; ENSMUST00000119284; ENSMUST00000124229; ENSMUST00000130070; ENSMUST00000146917; ENSMUST00000168887,ENSMUSP00000003191; ENSMUSP00000112775; ENSMUSP00000113232; ENSMUSP00000113395; ENSMUSP00000132004,75292,NC_000083.7,Q8K1Y2;D3Z6I0;Q5FWX6;D3YU02
ENSMUSG00000024073,,,,,ENSMUSG00000024073,ENSMUST00000177957; ENSMUST00000180037; ENSMUST00000182108; ENSMUST00000182133; ENSMUST00000182147; ENSMUST00000182157; ENSMUST00000182164; ENSMUST00000182221; ENSMUST00000182257; ENSMUST00000182278; ENSMUST00000182323; ENSMUST00000182382; ENSMUST00000182597; ENSMUST00000182631; ENSMUST00000182804; ENSMUST00000182817; ENSMUST00000182845; ENSMUST00000182944; ENSMUST00000183010; ENSMUST00000183224; ENSMUST00000183249; ENSMUST00000234521,ENSMUSP00000136329; ENSMUSP00000137114; ENSMUSP00000138270; ENSMUSP00000138333; ENSMUSP00000138343; ENSMUSP00000138349; ENSMUSP00000138521; ENSMUSP00000138672; ENSMUSP00000138693; ENSMUSP00000138717; ENSMUSP00000138732; ENSMUSP00000157257,12211,NC_000083.7,O88738;A0A1S6GWH6;Q3UYZ6
ENSMUSG00000024079,,,,,ENSMUSG00000024079,ENSMUST00000024884; ENSMUST00000169940; ENSMUST00000171451; ENSMUST00000171852,ENSMUSP00000024884,19106,NC_000083.7,Q03963
ENSMUSG00000024083,,,,,ENSMUSG00000024083,ENSMUST00000024888; ENSMUST00000024889; ENSMUST00000172733; ENSMUST00000172818; ENSMUST00000232842,ENSMUSP00000024888; ENSMUSP00000024889; ENSMUSP00000133730; ENSMUSP00000134380,224938,NC_000083.7,Q80U04
ENSMUSG00000024084,,,,,ENSMUSG00000024084,ENSMUST00000040789; ENSMUST00000233899; ENSMUST00000233916,ENSMUSP00000038732; ENSMUSP00000156493,70536,NC_000083.7,Q9CYK2;A0A0R4J0G6;Q3UFN2;A0A3B2W7G1
ENSMUSG00000024085,,,,,ENSMUSG00000024085,ENSMUST00000086723; ENSMUST00000169239; ENSMUST00000169668,ENSMUSP00000083928; ENSMUSP00000130529,17158,NC_000083.7,P27046;Q8C4L1
ENSMUSG00000024087,,,,,ENSMUSG00000024087,ENSMUST00000024894; ENSMUST00000234361; ENSMUST00000234927,ENSMUSP00000024894; ENSMUSP00000157049; ENSMUSP00000157101,13078,NC_000083.7,Q64429
ENSMUSG00000024099,,,,,ENSMUSG00000024099,ENSMUST00000024909; ENSMUST00000138847; ENSMUST00000143987; ENSMUST00000147484,ENSMUSP00000024909; ENSMUSP00000115317; ENSMUSP00000121557; ENSMUSP00000137940,72900,NC_000083.7,Q9D6J6
ENSMUSG00000024121,,,,,ENSMUSG00000024121,ENSMUST00000024932; ENSMUST00000098862; ENSMUST00000148541; ENSMUST00000150647; ENSMUST00000151061; ENSMUST00000156061,ENSMUSP00000024932; ENSMUSP00000111059; ENSMUSP00000121464,11984,NC_000083.7,P63082;A3KML5
ENSMUSG00000024122,,,,,ENSMUSG00000024122,ENSMUST00000052462; ENSMUST00000102927; ENSMUST00000115407; ENSMUST00000115409; ENSMUST00000115411; ENSMUST00000128997; ENSMUST00000140906; ENSMUST00000144533; ENSMUST00000147199; ENSMUST00000150578; ENSMUST00000154982,ENSMUSP00000061942; ENSMUSP00000099991; ENSMUSP00000111066; ENSMUSP00000111068; ENSMUSP00000111070; ENSMUSP00000115618; ENSMUSP00000120548; ENSMUSP00000121771,18607,NC_000083.7,Q9Z2A0;F2Z3X6;Q3TRL2;Q3UHZ0;Q3UGN6;F2Z4A5;F2Z400;F2Z3V6;F2Z3X9;F2Z3Z9
ENSMUSG00000024130,,,,,ENSMUSG00000024130,ENSMUST00000039013; ENSMUST00000079594; ENSMUST00000117337; ENSMUST00000133816; ENSMUST00000136295; ENSMUST00000148557; ENSMUST00000149233; ENSMUST00000155889; ENSMUST00000234109,ENSMUSP00000045285; ENSMUSP00000078544; ENSMUSP00000113538,27410,NC_000083.7,Q8R420;Q3TN91;Q6AXE3
ENSMUSG00000024131,,,,,ENSMUSG00000024131,ENSMUST00000024944,ENSMUSP00000024944,20532,NC_000083.7,Q91WV7
ENSMUSG00000024132,,,,,ENSMUSG00000024132,ENSMUST00000024946; ENSMUST00000234019; ENSMUST00000234023; ENSMUST00000234150; ENSMUST00000234304; ENSMUST00000234731; ENSMUST00000235124,ENSMUSP00000024946; ENSMUSP00000157160; ENSMUSP00000157291; ENSMUSP00000157319,13177,NC_000083.7,P42125
ENSMUSG00000024145,,,,,ENSMUSG00000024145,ENSMUST00000024957,ENSMUSP00000024957,18701,NC_000083.7,O09101
ENSMUSG00000024158,,,,,ENSMUSG00000024158,ENSMUST00000024974; ENSMUST00000118788; ENSMUST00000130989; ENSMUST00000149716; ENSMUST00000154363; ENSMUST00000163132; ENSMUST00000164251; ENSMUST00000169200,ENSMUSP00000024974; ENSMUSP00000113051; ENSMUSP00000114672; ENSMUSP00000114838; ENSMUSP00000120734; ENSMUSP00000126514; ENSMUSP00000129904,14651,NC_000083.7,Q99KB8;A0A0R4J052;G5E8T9;E9PYA3;D3YUX8;D3YWI0;E9Q2H8;D3YV58
ENSMUSG00000024173,,,,,ENSMUSG00000024173,ENSMUST00000146856; ENSMUST00000153118,ENSMUSP00000120741; ENSMUSP00000157192,100503895,NC_000083.7,Q02844;A1Z090
ENSMUSG00000024177,,,,,ENSMUSG00000024177,ENSMUST00000025007; ENSMUST00000150280; ENSMUST00000235157; ENSMUST00000236112; ENSMUST00000236128; ENSMUST00000236547; ENSMUST00000236967,ENSMUSP00000025007; ENSMUSP00000157701; ENSMUSP00000157943; ENSMUSP00000157963; ENSMUSP00000158571,56520,NC_000083.7,Q9WV84
ENSMUSG00000024184,,,,,ENSMUSG00000024184,ENSMUST00000039113; ENSMUST00000120333; ENSMUST00000142410; ENSMUST00000148134,ENSMUSP00000035584; ENSMUSP00000114080; ENSMUSP00000115267; ENSMUSP00000116340,69191,NC_000083.7,D3Z6P0
ENSMUSG00000024190,,,,,ENSMUSG00000024190,ENSMUST00000011196; ENSMUST00000025025; ENSMUST00000126178; ENSMUST00000146077; ENSMUST00000235532; ENSMUST00000236661,ENSMUSP00000025025; ENSMUSP00000157446; ENSMUSP00000157700,19252,NC_000083.7,P28563;Q3U8K3
ENSMUSG00000024207,,,,,ENSMUSG00000024207,ENSMUST00000043062,ENSMUSP00000042352,328845,NC_000083.7,Q2XU92
ENSMUSG00000024210,,,,,ENSMUSG00000024210,ENSMUST00000025046,ENSMUSP00000025046,271424,NC_000083.7,Q8BWD2
ENSMUSG00000024213,,,,,ENSMUSG00000024213,ENSMUST00000025050; ENSMUST00000062397; ENSMUST00000114886; ENSMUST00000127236; ENSMUST00000133048; ENSMUST00000146321; ENSMUST00000156429; ENSMUST00000176458; ENSMUST00000176876; ENSMUST00000231742,ENSMUSP00000025050; ENSMUSP00000059061; ENSMUSP00000110536; ENSMUSP00000135175; ENSMUSP00000135890; ENSMUSP00000156024; ENSMUSP00000156111; ENSMUSP00000156367,56409,NC_000083.7,Q9JI46;H3BJY4;B2KF67;A0A338P6T6;A0A338P7L3;A0A338P6L9;H3BLR8;I1E4X7
ENSMUSG00000024225,,,,,ENSMUSG00000024225,ENSMUST00000025062; ENSMUST00000114785,ENSMUSP00000025062; ENSMUSP00000110433,109791,NC_000083.7,Q9CQC2;B2KF29
ENSMUSG00000024228,,,,,ENSMUSG00000024228,ENSMUST00000025065; ENSMUST00000174108; ENSMUST00000174122,ENSMUSP00000025065; ENSMUSP00000133678,67993,NC_000083.7,Q9DCN1
ENSMUSG00000024233,,,,,ENSMUSG00000024233,ENSMUST00000025076; ENSMUST00000120837,ENSMUSP00000025076; ENSMUSP00000113101,67328,NC_000084.7,Q9CPX3;A0A077S9Z4
ENSMUSG00000024235,,,,,ENSMUSG00000024235,ENSMUST00000025078; ENSMUST00000105472; ENSMUST00000172805; ENSMUST00000173708; ENSMUST00000173930,ENSMUSP00000025078; ENSMUSP00000133469,26410,NC_000084.7,Q07174;Q3UEB8
ENSMUSG00000024242,,,,,ENSMUSG00000024242,ENSMUST00000025089; ENSMUST00000112389; ENSMUST00000234133; ENSMUST00000234200; ENSMUST00000234249; ENSMUST00000234481; ENSMUST00000234486; ENSMUST00000234585,ENSMUSP00000025089; ENSMUSP00000108008; ENSMUSP00000157308,225028,NC_000083.7,Q99JP0;A0A3Q4EGQ9;Q8BV99;E9QNE9
ENSMUSG00000024248,,,,,ENSMUSG00000024248,ENSMUST00000025095; ENSMUST00000167741; ENSMUST00000234258; ENSMUST00000235085,ENSMUSP00000025095; ENSMUSP00000131584,20463,NC_000083.7,Q61387;E9PZS8;Q3UDK5
ENSMUSG00000024254,,,,,ENSMUSG00000024254,ENSMUST00000045714; ENSMUST00000170725; ENSMUST00000171915,ENSMUSP00000035246; ENSMUSP00000126675; ENSMUSP00000127785,67470,NC_000083.7,Q9DBM0;E9Q0P2;Q7TSR6
ENSMUSG00000024270,,,,,ENSMUSG00000024270,ENSMUST00000070726; ENSMUST00000128106; ENSMUST00000152504; ENSMUST00000154205,ENSMUSP00000064667; ENSMUSP00000120247; ENSMUSP00000122151,106957,NC_000084.7,Q8C145
ENSMUSG00000024290,,,,,ENSMUSG00000024290,ENSMUST00000067947; ENSMUST00000234050; ENSMUST00000234463; ENSMUST00000234610; ENSMUST00000234734; ENSMUST00000234926; ENSMUST00000235067; ENSMUST00000235075,ENSMUSP00000069549; ENSMUSP00000157135; ENSMUSP00000157140,19877,NC_000084.7,P70335;Q3UE22
ENSMUSG00000024292,,,,,ENSMUSG00000024292,ENSMUST00000054174; ENSMUST00000179434; ENSMUST00000234538; ENSMUST00000234759; ENSMUST00000234797; ENSMUST00000235058,ENSMUSP00000050478; ENSMUSP00000136139; ENSMUSP00000157006; ENSMUSP00000157036; ENSMUSP00000157156; ENSMUSP00000157346,64385,NC_000083.7,Q9EP75
ENSMUSG00000024293,,,,,ENSMUSG00000024293,ENSMUST00000025142; ENSMUST00000097670; ENSMUST00000115864; ENSMUST00000127099; ENSMUST00000145320; ENSMUST00000234090; ENSMUST00000234151; ENSMUST00000234347; ENSMUST00000234550,ENSMUSP00000025142; ENSMUSP00000095274; ENSMUSP00000111530; ENSMUSP00000157069; ENSMUSP00000157382,77805,NC_000084.7,Q69Z69;A0A3Q4EGN2;Q3UKT9
ENSMUSG00000024294,,,,,ENSMUSG00000024294,ENSMUST00000052838; ENSMUST00000124288; ENSMUST00000131073; ENSMUST00000150000; ENSMUST00000165555; ENSMUST00000234047,ENSMUSP00000054428; ENSMUSP00000114289; ENSMUSP00000122879; ENSMUSP00000131712,225164,NC_000084.7,Q80SY4
ENSMUSG00000024317,,,,,ENSMUSG00000024317,ENSMUST00000052396; ENSMUST00000072847; ENSMUST00000234107; ENSMUST00000234169; ENSMUST00000234536; ENSMUST00000234545,ENSMUSP00000056641; ENSMUSP00000072626; ENSMUSP00000157047; ENSMUSP00000157102; ENSMUSP00000157123,56515,NC_000084.7,Q9CQE0;Q9CSA3
ENSMUSG00000024325,,,,,ENSMUSG00000024325,ENSMUST00000025183; ENSMUST00000172739; ENSMUST00000174054,ENSMUSP00000025183,19763,NC_000083.7,O35730
ENSMUSG00000024327,,,,,ENSMUSG00000024327,ENSMUST00000025186; ENSMUST00000167145; ENSMUST00000169397; ENSMUST00000170491; ENSMUST00000171872; ENSMUST00000173810,ENSMUSP00000025186; ENSMUSP00000130102; ENSMUSP00000133146,14977,NC_000083.7,Q31125;A0A068BIT0
ENSMUSG00000024354,,,,,ENSMUSG00000024354,ENSMUST00000025212; ENSMUST00000235744; ENSMUST00000236196; ENSMUST00000237305,ENSMUSP00000025212; ENSMUSP00000158090,20522,NC_000084.7,Q9Z2J0
ENSMUSG00000024365,,,,,ENSMUSG00000024365,ENSMUST00000025223; ENSMUST00000173394; ENSMUST00000173970,ENSMUSP00000025223,13079,"['NC_000083.7', 'NG_001363.1']",P03940;A0A0R4J048;Q3UJ92
ENSMUSG00000024378,,,,,ENSMUSG00000024378,ENSMUST00000025236; ENSMUST00000118990; ENSMUST00000119991; ENSMUST00000141617,ENSMUSP00000025236; ENSMUSP00000114109; ENSMUSP00000114131,170459,NC_000084.7,Q99JV5;D3YW30;Q80SX0;D3YW24
ENSMUSG00000024382,,,,,ENSMUSG00000024382,ENSMUST00000025241; ENSMUST00000129023; ENSMUST00000142213,ENSMUSP00000025241,13872,NC_000084.7,P49135
ENSMUSG00000024383,,,,,ENSMUSG00000024383,ENSMUST00000096575; ENSMUST00000234576; ENSMUST00000234611,ENSMUSP00000094326,26405,NC_000084.7,G5E8L8
ENSMUSG00000024387,,,,,ENSMUSG00000024387,ENSMUST00000025246; ENSMUST00000172765; ENSMUST00000173114; ENSMUST00000173189; ENSMUST00000173633; ENSMUST00000173915; ENSMUST00000174024; ENSMUST00000174306; ENSMUST00000174779; ENSMUST00000174855,ENSMUSP00000025246; ENSMUSP00000133425; ENSMUSP00000133684; ENSMUSP00000133826; ENSMUSP00000134218; ENSMUSP00000134413; ENSMUSP00000134523; ENSMUSP00000134673,13001,NC_000083.7,P67871;G3UWU5;G3UZX4;G3UZJ5;G3UXG7;G3UXU2;G3UZA4
ENSMUSG00000024403,,,,,ENSMUSG00000024403,ENSMUST00000068261; ENSMUST00000118384; ENSMUST00000130992; ENSMUST00000142415; ENSMUST00000143289; ENSMUST00000146711,ENSMUSP00000069482; ENSMUSP00000113511; ENSMUSP00000134733,66237,NC_000083.7,Q9WTT4;G5E923;Q54A87;B0V2H4
ENSMUSG00000024404,,,,,ENSMUSG00000024404,ENSMUST00000025270; ENSMUST00000234006; ENSMUST00000234021; ENSMUST00000234148; ENSMUST00000234310; ENSMUST00000234415; ENSMUST00000234563; ENSMUST00000234652; ENSMUST00000234709; ENSMUST00000234762; ENSMUST00000234918; ENSMUST00000234931; ENSMUST00000234967; ENSMUST00000234985; ENSMUST00000235060; ENSMUST00000235084; ENSMUST00000235106,ENSMUSP00000025270; ENSMUSP00000157045; ENSMUSP00000157181; ENSMUSP00000157248; ENSMUSP00000157374,66878,NC_000084.7,Q9DBU3
ENSMUSG00000024411,,,,,ENSMUSG00000024411,ENSMUST00000079081; ENSMUST00000234053; ENSMUST00000234140; ENSMUST00000234391; ENSMUST00000234466; ENSMUST00000234473; ENSMUST00000234518; ENSMUST00000234533; ENSMUST00000234624; ENSMUST00000234643; ENSMUST00000235044; ENSMUST00000238946,ENSMUSP00000078088; ENSMUSP00000157000; ENSMUSP00000157060; ENSMUSP00000157152; ENSMUSP00000157239; ENSMUSP00000157261; ENSMUSP00000157324; ENSMUSP00000157337; ENSMUSP00000157347; ENSMUSP00000159185,11829,NC_000084.7,P55088;Q8BR89;Q50H70;A0A0R4J0Z3;A0A3Q4EI78;A0A5F8MQ17
ENSMUSG00000024413,,,,,ENSMUSG00000024413,ENSMUST00000025279; ENSMUST00000133112; ENSMUST00000144435; ENSMUST00000145771; ENSMUST00000149211; ENSMUST00000234044; ENSMUST00000235105,ENSMUSP00000025279,18145,NC_000084.7,O35604;Q7TMD4
