ID,#,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE,old,RetiredID,hmdb,kegg.compound,pubchem.compound,obo.chebi:CHEBI,lipidmaps,metSBOTerms
(S)-hydroxyhexanoyl-CoA[m],,(S)-hydroxyhexanoyl-CoA,,kegg.compound/C05268;chebi/CHEBI:28276;pubchem.compound/11966160;lipidmaps/LMFA07050017;vmhmetabolite/HC01407;metanetx.chemical/MNXM757;sbo/SBO:0000247,C27H46N7O18P3S,,m,MMRNM0219m,,C05268,C05268[m],,C05268,11966160,CHEBI:28276,LMFA07050017,SBO:0000247
(S)-hydroxyhexanoyl-CoA[p],,(S)-hydroxyhexanoyl-CoA,,kegg.compound/C05268;chebi/CHEBI:28276;pubchem.compound/11966160;lipidmaps/LMFA07050017;vmhmetabolite/HC01407;metanetx.chemical/MNXM757;sbo/SBO:0000247,C27H46N7O18P3S,,p,MMRNM0219p,,C05268,C05268[p],,C05268,11966160,CHEBI:28276,LMFA07050017,SBO:0000247
(S)-hydroxyoctanoyl-CoA[m],,(S)-hydroxyoctanoyl-CoA,,kegg.compound/C05266;chebi/CHEBI:28632;pubchem.compound/11966216;lipidmaps/LMFA07050015;vmhmetabolite/HC01405;metanetx.chemical/MNXM766;sbo/SBO:0000247,C29H50N7O18P3S,,m,MMRNM0220m,,C05266,C05266[m],,C05266,11966216,CHEBI:28632,LMFA07050015,SBO:0000247
(S)-hydroxyoctanoyl-CoA[p],,(S)-hydroxyoctanoyl-CoA,,kegg.compound/C05266;chebi/CHEBI:28632;pubchem.compound/11966216;lipidmaps/LMFA07050015;vmhmetabolite/HC01405;metanetx.chemical/MNXM766;sbo/SBO:0000247,C29H50N7O18P3S,,p,MMRNM0220p,,C05266,C05266[p],,C05266,11966216,CHEBI:28632,LMFA07050015,SBO:0000247
(S)-Lactaldehyde[c],,(S)-Lactaldehyde,,kegg.compound/C05999;pubchem.compound/439231,,"1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m0/s1",c,MMRNM0221c,0.0,Cx2611,Cx2611[c],,C05999,439231,,,
(S)-Lactaldehyde[m],,(S)-Lactaldehyde,,kegg.compound/C05999;pubchem.compound/439231,,"1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m0/s1",m,MMRNM0221m,0.0,Cx2611,Cx2611[m],,C05999,439231,,,
(S)-Lactate[c],,(S)-Lactate,,hmdb/HMDB00190;kegg.compound/C00186;pubchem.compound/107689,,"1/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/s2",c,MMRNM0222c,-1.0,Cx2609,Cx2609[c],HMDB00190,C00186,107689,,,
(S)-Lactate[m],,(S)-Lactate,,hmdb/HMDB00190;kegg.compound/C00186;pubchem.compound/107689,,"1/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/s2",m,MMRNM0222m,-1.0,Cx2609,Cx2609[m],HMDB00190,C00186,107689,,,
(S)-Lactate[p],,(S)-Lactate,,hmdb/HMDB00190;kegg.compound/C00186;pubchem.compound/107689,,"1/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/s2",p,MMRNM0222p,-1.0,Cx2609,Cx2609[p],HMDB00190,C00186,107689,,,
(S)-Lactate[s],,(S)-Lactate,,hmdb/HMDB00190;kegg.compound/C00186;pubchem.compound/107689,,"1/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/s2",s,MMRNM0222s,-1.0,Cx2609,Cx2609[s],HMDB00190,C00186,107689,,,
(S)-Malate[c],,(S)-Malate,,hmdb/HMDB00156;kegg.compound/C00149;pubchem.compound/222656,,"1/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2/t2-/s2",c,MMRNM0223c,-2.0,Cx2673,Cx2673[c],HMDB00156,C00149,222656,,,
(S)-Malate[m],,(S)-Malate,,hmdb/HMDB00156;kegg.compound/C00149;pubchem.compound/222656,,"1/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2/t2-/s2",m,MMRNM0223m,-2.0,Cx2673,Cx2673[m],HMDB00156,C00149,222656,,,
(S)-Methylmalonyl Coenzyme A[c],,(S)-Methylmalonyl Coenzyme A,,kegg.compound/C00683;pubchem.compound/21252287,,"1S/C25H40N7O19P3S/c1-12(23(37)38)24(39)55-7-6-27-14(33)4-5-28-21(36)18(35)25(2,3)9-48-54(45,46)51-53(43,44)47-8-13-17(50-52(40,41)42)16(34)22(49-13)32-11-31-15-19(26)29-10-30-20(15)32/h10-13,16-18,22,34-35H,4-9H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/p-5/t12-,13+,16+,17+,18-,22+/m0/s1",c,MMRNM0224c,-5.0,Cx2695,Cx2695[c],,C00683,21252287,,,
(S)-Methylmalonyl Coenzyme A[m],,(S)-Methylmalonyl Coenzyme A,,kegg.compound/C00683;pubchem.compound/21252287,,"1S/C25H40N7O19P3S/c1-12(23(37)38)24(39)55-7-6-27-14(33)4-5-28-21(36)18(35)25(2,3)9-48-54(45,46)51-53(43,44)47-8-13-17(50-52(40,41)42)16(34)22(49-13)32-11-31-15-19(26)29-10-30-20(15)32/h10-13,16-18,22,34-35H,4-9H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/p-5/t12-,13+,16+,17+,18-,22+/m0/s1",m,MMRNM0224m,-5.0,Cx2695,Cx2695[m],,C00683,21252287,,,
(S)-Methylmalonyl Coenzyme A[p],,(S)-Methylmalonyl Coenzyme A,,kegg.compound/C00683;pubchem.compound/21252287,,"1S/C25H40N7O19P3S/c1-12(23(37)38)24(39)55-7-6-27-14(33)4-5-28-21(36)18(35)25(2,3)9-48-54(45,46)51-53(43,44)47-8-13-17(50-52(40,41)42)16(34)22(49-13)32-11-31-15-19(26)29-10-30-20(15)32/h10-13,16-18,22,34-35H,4-9H2,1-3H3,(H,27,33)(H,28,36)(H,37,38)(H,43,44)(H,45,46)(H2,26,29,30)(H2,40,41,42)/p-5/t12-,13+,16+,17+,18-,22+/m0/s1",p,MMRNM0224p,-5.0,Cx2695,Cx2695[p],,C00683,21252287,,,
"(S)-Propane-1,2-Diol[c]",,"(S)-Propane-1,2-Diol",,,,"1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3/t3-/m0/s1",c,MMRNM0225c,0.0,Cx1393,Cx1393[c],,,,,,
"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid[c]",,"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid",,,,"1S/C16H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8,10-11,13-14H,2-6,9,12,15H2,1H3,(H,17,18)/p-1/b8-7+,11-10+,14-13+",c,MMRNM0226c,-1.0,Cx2553,Cx2553[c],,,,,,
"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid[m]",,"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid",,,,"1S/C16H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8,10-11,13-14H,2-6,9,12,15H2,1H3,(H,17,18)/p-1/b8-7+,11-10+,14-13+",m,MMRNM0226m,-1.0,Cx2553,Cx2553[m],,,,,,
[ACP][c],,[ACP],,bigg.metabolite/ACP;kegg.compound/C00229;vmhmetabolite/ACP;metanetx.chemical/MNXM925;sbo/SBO:0000247,HSR,,c,MMRNM0227c,,C00229,C00229[c],,C00229,,,,SBO:0000247
[apocarboxlase][c],,[apocarboxlase],,,XH,,c,MMRNM0228c,,Cx109,Cx109[c],,,,,,
[apotransferin]_[s],,[apotransferin]_,,kegg.compound/C05780;lipidmaps/PROTEIN;vmhmetabolite/HC01944;metanetx.chemical/MNXM8317;sbo/SBO:0000247,,,s,MMRNM0229s,,C05780,C05780[s],,C05780,,,PROTEIN,SBO:0000247
[apotransferin][l],,[apotransferin],,kegg.compound/C05780;lipidmaps/PROTEIN;vmhmetabolite/HC01944;metanetx.chemical/MNXM8317;sbo/SBO:0000247,,,l,MMRNM0230l,,C05780,C05780[l],,C05780,,,PROTEIN,SBO:0000247
[beta-adrenergic-receptor][c],,[beta-adrenergic-receptor],,kegg.compound/C01141;vmhmetabolite/M00187;metanetx.chemical/MNXM16265;sbo/SBO:0000247,C4H6N2O3R2,,c,MMRNM0231c,,C01141,C01141[c],,C01141,,,,SBO:0000247
[methionine synthase]-cob(II)alamin[c],,[methionine synthase]-cob(II)alamin,,kegg.compound/C06409;vmhmetabolite/M00188;metanetx.chemical/MNXM19304;sbo/SBO:0000247,C62H89CoN13O14P.C7H8N4O2R2,,c,MMRNM0232c,,C06409,C06409[c],,C06409,,,,SBO:0000247
[methionine synthase]-methylcob(I)alamin[c],,[methionine synthase]-methylcob(I)alamin,,kegg.compound/C06410;vmhmetabolite/M00189;metanetx.chemical/MNXM92066;sbo/SBO:0000247,C63H92CoN13O14P.C7H8N4O2R2,,c,MMRNM0233c,,C06410,C06410[c],,C06410,,,,SBO:0000247
[myosin light chain]-phosphate[c],,[myosin light chain]-phosphate,,kegg.compound/C03875;vmhmetabolite/M00191;metanetx.chemical/MNXM92465;sbo/SBO:0000247,C4H7N2O6PR2,,c,MMRNM0234c,,C03875,C03875[c],,C03875,,,,SBO:0000247
[myosin light chain][c],,[myosin light chain],,kegg.compound/C01003;vmhmetabolite/M00190;metanetx.chemical/MNXM96087;sbo/SBO:0000247,C4H6N2O3R2,,c,MMRNM0235c,,C01003,C01003[c],,C01003,,,,SBO:0000247
[phosphorylase A][c],,[phosphorylase A],,kegg.compound/C02307;vmhmetabolite/M00192;metanetx.chemical/MNXM5276;sbo/SBO:0000247,,,c,MMRNM0236c,,C02307,C02307[c],,C02307,,,,SBO:0000247
[phosphorylase B][c],,[phosphorylase B],,kegg.compound/C02308;vmhmetabolite/M00193;metanetx.chemical/MNXM4083;sbo/SBO:0000247,,,c,MMRNM0237c,,C02308,C02308[c],,C02308,,,,SBO:0000247
[protein C terminal]-S-farnesyl-L-cysteine-methyl ester[c],,[protein C terminal]-S-farnesyl-L-cysteine-methyl ester,,kegg.compound/C04748;vmhmetabolite/M00195;metanetx.chemical/MNXM6400;sbo/SBO:0000247,C21H35N2O3SR(C2H2NOR)n,,c,MMRNM0238c,,C04748,C04748[c],,C04748,,,,SBO:0000247
[protein C terminal]-S-farnesyl-L-cysteine[c],,[protein C terminal]-S-farnesyl-L-cysteine,,kegg.compound/C04506;vmhmetabolite/M00194;metanetx.chemical/MNXM5285;sbo/SBO:0000247,C20H33N2O3SR(C2H2NOR)n,,c,MMRNM0239c,,C04506,C04506[c],,C04506,,,,SBO:0000247
[pyruvate dehydrogenase (acetyl transferring)]-phosphate[c],,[pyruvate dehydrogenase (acetyl transferring)]-phosphate,,kegg.compound/C01293;vmhmetabolite/M00220;metanetx.chemical/MNXM92072;sbo/SBO:0000247,C4H7N2O6PR2,,c,MMRNM0240c,,C01293,C01293[c],,C01293,,,,SBO:0000247
[pyruvate dehydrogenase (acetyl transferring)][c],,[pyruvate dehydrogenase (acetyl transferring)],,kegg.compound/C01256;vmhmetabolite/M00219;metanetx.chemical/MNXM96103;sbo/SBO:0000247,C4H6N2O3R2,,c,MMRNM0241c,,C01256,C01256[c],,C01256,,,,SBO:0000247
1-(1-alkenyl)-sn-glycero-3-phosphate[c],,1-(1-alkenyl)-sn-glycero-3-phosphate,,kegg.compound/C15646;vmhmetabolite/M00222;metanetx.chemical/MNXM91814;sbo/SBO:0000247,C5H10O6PR,,c,MMRNM0242c,,C15646,C15646[c],,C15646,,,,SBO:0000247
1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine[c],,1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine,,kegg.compound/C04635;chebi/CHEBI:15785;vmhmetabolite/M00223;metanetx.chemical/MNXM162356;sbo/SBO:0000247,C7H15NO6PR,,c,MMRNM0243c,,C04635,C04635[c],,C04635,,CHEBI:15785,,SBO:0000247
1-(1-alkenyl)-sn-glycerol[c],,1-(1-alkenyl)-sn-glycerol,,kegg.compound/C15645;vmhmetabolite/M00224;metanetx.chemical/MNXM164025;sbo/SBO:0000247,C5H9O3R,,c,MMRNM0244c,,C15645,C15645[c],,C15645,,,,SBO:0000247
"1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate[c]",,"1-(1,2,3,4,5-pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate",,,C17H22N2O7,,c,MMRNM0245c,,Cx9001,Cx9001[c],,,,,,
"1-(3-pyridinyl)-1,4-butanediol[c]",,"1-(3-pyridinyl)-1,4-butanediol",,kegg.compound/C19582;vmhmetabolite/M00225;metanetx.chemical/MNXM9553;sbo/SBO:0000247,C9H13NO2,,c,MMRNM0246c,,C19582,C19582[c],,C19582,,,,SBO:0000247
"1-(methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol[c]",,"1-(methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol",,kegg.compound/C19577;vmhmetabolite/M00226;metanetx.chemical/MNXM9556;sbo/SBO:0000247,C10H15N3O3,,c,MMRNM0247c,,C19577,C19577[c],,C19577,,,,SBO:0000247
1-acyl-PE pool[c],,1-acyl-PE pool,,,,,c,MMRNM0248c,,m1,m1[c],,,,,,
1-acylglycerol-3P-10-heptade[c],,1-acylglycerol-3P-10-heptade,,,C20H39O7P,,c,MMRNM0249c,,Cx248,Cx248[c],,,,,,
"1-acylglycerol-3P-10,13,16-docosa[c]",,"1-acylglycerol-3P-10,13,16-docosa",,,C25H39O7P,,c,MMRNM0250c,,Cx247,Cx247[c],,,,,,
"1-acylglycerol-3P-10,13,16,19-doco[c]",,"1-acylglycerol-3P-10,13,16,19-doco",,,C25H43O7P,,c,MMRNM0251c,,Cx246,Cx246[c],,,,,,
1-acylglycerol-3P-11-docose[c],,1-acylglycerol-3P-11-docose,,lipidmaps/LMGP10050029,C25H49O7P,,c,MMRNM0252c,,Cx251,Cx251[c],,,,,LMGP10050029,
1-acylglycerol-3P-11-eico[c],,1-acylglycerol-3P-11-eico,,lipidmaps/LMGP10050026,C23H45O7P,,c,MMRNM0253c,,Cx252,Cx252[c],,,,,LMGP10050026,
"1-acylglycerol-3P-11,14-eicosa[c]",,"1-acylglycerol-3P-11,14-eicosa",,lipidmaps/LMGP10050027,C23H43O7P,,c,MMRNM0254c,,Cx250,Cx250[c],,,,,LMGP10050027,
"1-acylglycerol-3P-11,14,17-eico[c]",,"1-acylglycerol-3P-11,14,17-eico",,,C23H41O7P,,c,MMRNM0255c,,Cx249,Cx249[c],,,,,,
"1-acylglycerol-3P-12,15,18,21-tetra[c]",,"1-acylglycerol-3P-12,15,18,21-tetra",,,C27H47O7P,,c,MMRNM0256c,,Cx253,Cx253[c],,,,,,
1-acylglycerol-3P-13-docose[c],,1-acylglycerol-3P-13-docose,,,C25H49O7P,,c,MMRNM0257c,,Cx256,Cx256[c],,,,,,
1-acylglycerol-3P-13-eicose[c],,1-acylglycerol-3P-13-eicose,,,C23H45O7P,,c,MMRNM0258c,,Cx257,Cx257[c],,,,,,
1-acylglycerol-3P-13-octade[c],,1-acylglycerol-3P-13-octade,,,C21H41O7P,,c,MMRNM0259c,,Cx258,Cx258[c],,,,,,
"1-acylglycerol-3P-13,16-docosa[c]",,"1-acylglycerol-3P-13,16-docosa",,lipidmaps/LMGP10050030,C25H47O7P,,c,MMRNM0260c,,Cx255,Cx255[c],,,,,LMGP10050030,
"1-acylglycerol-3P-13,16,19-doco[c]",,"1-acylglycerol-3P-13,16,19-doco",,,C25H45O7P,,c,MMRNM0261c,,Cx254,Cx254[c],,,,,,
1-acylglycerol-3P-15-tetra[c],,1-acylglycerol-3P-15-tetra,,,C27H53O7P,,c,MMRNM0262c,,Cx259,Cx259[c],,,,,,
"1-acylglycerol-3P-4,7,10,13,16-docosa[c]",,"1-acylglycerol-3P-4,7,10,13,16-docosa",,,C25H41O7P,,c,MMRNM0263c,,Cx261,Cx261[c],,,,,,
"1-acylglycerol-3P-4,7,10,13,16,19-doco[c]",,"1-acylglycerol-3P-4,7,10,13,16,19-doco",,lipidmaps/LMGP10050019,C25H39O7P,,c,MMRNM0264c,,Cx260,Cx260[c],,,,,LMGP10050019,
1-acylglycerol-3P-5-tetrade[c],,1-acylglycerol-3P-5-tetrade,,,C17H33O7P,,c,MMRNM0265c,,Cx264,Cx264[c],,,,,,
"1-acylglycerol-3P-5,8,11-eico[c]",,"1-acylglycerol-3P-5,8,11-eico",,,C23H41O7P,,c,MMRNM0266c,,Cx263,Cx263[c],,,,,,
"1-acylglycerol-3P-5,8,11,14,17-eico[c]",,"1-acylglycerol-3P-5,8,11,14,17-eico",,lipidmaps/LMGP10050033,C23H37O7P,,c,MMRNM0267c,,Cx262,Cx262[c],,,,,LMGP10050033,
"1-acylglycerol-3P-6,9-octa[c]",,"1-acylglycerol-3P-6,9-octa",,,C21H39O7P,,c,MMRNM0268c,,Cx268,Cx268[c],,,,,,
"1-acylglycerol-3P-6,9,12,15-octa[c]",,"1-acylglycerol-3P-6,9,12,15-octa",,lipidmaps/LMGP10050024,C21H35O7P,,c,MMRNM0269c,,Cx267,Cx267[c],,,,,LMGP10050024,
"1-acylglycerol-3P-6,9,12,15,18-tetraco[c]",,"1-acylglycerol-3P-6,9,12,15,18-tetraco",,,C27H45O7P,,c,MMRNM0270c,,Cx266,Cx266[c],,,,,,
"1-acylglycerol-3P-6,9,12,15,18,21-tetra[c]",,"1-acylglycerol-3P-6,9,12,15,18,21-tetra",,,C27H43O7P,,c,MMRNM0271c,,Cx265,Cx265[c],,,,,,
1-acylglycerol-3P-7-hexade[c],,1-acylglycerol-3P-7-hexade,,,C19H37O7P,,c,MMRNM0272c,,Cx271,Cx271[c],,,,,,
1-acylglycerol-3P-7-octade[c],,1-acylglycerol-3P-7-octade,,,C21H41O7P,,c,MMRNM0273c,,Cx272,Cx272[c],,,,,,
1-acylglycerol-3P-7-tetrade[c],,1-acylglycerol-3P-7-tetrade,,,C17H33O7P,,c,MMRNM0274c,,Cx273,Cx273[c],,,,,,
"1-acylglycerol-3P-7,10,13,16-docosa[c]",,"1-acylglycerol-3P-7,10,13,16-docosa",,lipidmaps/LMGP10050020,C25H43O7P,,c,MMRNM0275c,,Cx270,Cx270[c],,,,,LMGP10050020,
"1-acylglycerol-3P-7,10,13,16,19-docosa[c]",,"1-acylglycerol-3P-7,10,13,16,19-docosa",,,C25H41O7P,,c,MMRNM0276c,,Cx269,Cx269[c],,,,,,
"1-acylglycerol-3P-8,11-eico[c]",,"1-acylglycerol-3P-8,11-eico",,,C23H43O7P,,c,MMRNM0277c,,Cx275,Cx275[c],,,,,,
"1-acylglycerol-3P-8,11,14,17-eico[c]",,"1-acylglycerol-3P-8,11,14,17-eico",,,C23H39O7P,,c,MMRNM0278c,,Cx274,Cx274[c],,,,,,
1-acylglycerol-3P-9-eicose[c],,1-acylglycerol-3P-9-eicose,,,C23H45O7P,,c,MMRNM0279c,,Cx278,Cx278[c],,,,,,
1-acylglycerol-3P-9-heptade[c],,1-acylglycerol-3P-9-heptade,,lipidmaps/LMGP10050002,C20H39O7P,,c,MMRNM0280c,,Cx279,Cx279[c],,,,,LMGP10050002,
1-acylglycerol-3P-9-octade[c],,1-acylglycerol-3P-9-octade,,,C21H41O7P,,c,MMRNM0281c,,Cx280,Cx280[c],,,,,,
1-acylglycerol-3P-9-tetrade[c],,1-acylglycerol-3P-9-tetrade,,lipidmaps/LMGP10050038,C17H33O7P,,c,MMRNM0282c,,Cx281,Cx281[c],,,,,LMGP10050038,
"1-acylglycerol-3P-9,12,15,18-tetraco[c]",,"1-acylglycerol-3P-9,12,15,18-tetraco",,,C27H47O7P,,c,MMRNM0283c,,Cx277,Cx277[c],,,,,,
"1-acylglycerol-3P-9,12,15,18,21-tetra[c]",,"1-acylglycerol-3P-9,12,15,18,21-tetra",,,C27H45O7P,,c,MMRNM0284c,,Cx276,Cx276[c],,,,,,
1-acylglycerol-3P-arach[c],,1-acylglycerol-3P-arach,,lipidmaps/LMGP10050013,C23H39O7P,,c,MMRNM0285c,,Cx282,Cx282[c],,,,,LMGP10050013,
1-acylglycerol-3P-bile-PC pool[c],,1-acylglycerol-3P-bile-PC pool,,,,,c,MMRNM0286c,,m2,m2[c],,,,,,
1-acylglycerol-3P-cis-vac[c],,1-acylglycerol-3P-cis-vac,,,C21H41O7P,,c,MMRNM0287c,,Cx283,Cx283[c],,,,,,
1-acylglycerol-3P-CL pool[m],,1-acylglycerol-3P-CL pool,,,,,m,MMRNM0288m,,m3,m3[m],,,,,,
1-acylglycerol-3P-dihomo-gamma[c],,1-acylglycerol-3P-dihomo-gamma,,lipidmaps/LMGP10050028,C23H41O7P,,c,MMRNM0289c,,Cx284,Cx284[c],,,,,LMGP10050028,
1-acylglycerol-3P-docosa[c],,1-acylglycerol-3P-docosa,,lipidmaps/LMGP10050031,C25H51O7P,,c,MMRNM0290c,,Cx285,Cx285[c],,,,,LMGP10050031,
1-acylglycerol-3P-eico[c],,1-acylglycerol-3P-eico,,lipidmaps/LMGP10050018,C23H47O7P,,c,MMRNM0291c,,Cx286,Cx286[c],,,,,LMGP10050018,
1-acylglycerol-3P-gamma-lin[c],,1-acylglycerol-3P-gamma-lin,,lipidmaps/LMGP10050023,C21H37O7P,,c,MMRNM0292c,,Cx287,Cx287[c],,,,,LMGP10050023,
1-acylglycerol-3P-heneico[c],,1-acylglycerol-3P-heneico,,lipidmaps/LMGP10050032,C24H49O7P,,c,MMRNM0293c,,Cx288,Cx288[c],,,,,LMGP10050032,
1-acylglycerol-3P-heptade[c],,1-acylglycerol-3P-heptade,,lipidmaps/LMGP10050036,C20H41O7P,,c,MMRNM0294c,,Cx289,Cx289[c],,,,,LMGP10050036,
1-acylglycerol-3P-hexacosa[c],,1-acylglycerol-3P-hexacosa,,,C29H59O7P,,c,MMRNM0295c,,Cx290,Cx290[c],,,,,,
1-acylglycerol-3P-hexecose[c],,1-acylglycerol-3P-hexecose,,,C29H57O7P,,c,MMRNM0296c,,Cx291,Cx291[c],,,,,,
1-acylglycerol-3P-laur[c],,1-acylglycerol-3P-laur,,lipidmaps/LMGP10050015,C15H31O7P,,c,MMRNM0297c,,Cx292,Cx292[c],,,,,LMGP10050015,
1-acylglycerol-3P-LD-PC pool[c],,1-acylglycerol-3P-LD-PC pool,,,,,c,MMRNM0298c,,m4,m4[c],,,,,,
1-acylglycerol-3P-LD-PE pool[c],,1-acylglycerol-3P-LD-PE pool,,,,,c,MMRNM0299c,,m5,m5[c],,,,,,
1-acylglycerol-3P-LD-PI pool[c],,1-acylglycerol-3P-LD-PI pool,,,,,c,MMRNM0300c,,m6,m6[c],,,,,,
1-acylglycerol-3P-LD-PS pool[c],,1-acylglycerol-3P-LD-PS pool,,,,,c,MMRNM0301c,,m7,m7[c],,,,,,
1-acylglycerol-3P-LD-SM pool[c],,1-acylglycerol-3P-LD-SM pool,,,,,c,MMRNM0302c,,m8,m8[c],,,,,,
1-acylglycerol-3P-LD-TG1 pool[c],,1-acylglycerol-3P-LD-TG1 pool,,,,,c,MMRNM0303c,,m9,m9[c],,,,,,
1-acylglycerol-3P-lin[c],,1-acylglycerol-3P-lin,,lipidmaps/LMGP10050017,C21H39O7P,,c,MMRNM0304c,,Cx293,Cx293[c],,,,,LMGP10050017,
1-acylglycerol-3P-linolen[c],,1-acylglycerol-3P-linolen,,lipidmaps/LMGP10050035,C21H37O7P,,c,MMRNM0305c,,Cx294,Cx294[c],,,,,LMGP10050035,
1-acylglycerol-3P-myrist[c],,1-acylglycerol-3P-myrist,,lipidmaps/LMGP10050007,C17H35O7P,,c,MMRNM0306c,,Cx295,Cx295[c],,,,,LMGP10050007,
1-acylglycerol-3P-nanode[c],,1-acylglycerol-3P-nanode,,lipidmaps/LMGP10050034,C22H45O7P,,c,MMRNM0307c,,Cx296,Cx296[c],,,,,LMGP10050034,
1-acylglycerol-3P-ode[c],,1-acylglycerol-3P-ode,,,,,c,MMRNM0308c,,m10,m10[c],,,,,,
1-acylglycerol-3P-ol[c],,1-acylglycerol-3P-ol,,lipidmaps/LMGP10050008,C21H41O7P,,c,MMRNM0309c,,Cx297,Cx297[c],,,,,LMGP10050008,
1-acylglycerol-3P-palm[c],,1-acylglycerol-3P-palm,,lipidmaps/LMGP10050006,C19H39O7P,,c,MMRNM0310c,,Cx298,Cx298[c],,,,,LMGP10050006,
1-acylglycerol-3P-palmn[c],,1-acylglycerol-3P-palmn,,lipidmaps/LMGP10050016,C19H37O7P,,c,MMRNM0311c,,Cx299,Cx299[c],,,,,LMGP10050016,
1-acylglycerol-3P-pentade[c],,1-acylglycerol-3P-pentade,,lipidmaps/LMGP10050037,C18H37O7P,,c,MMRNM0312c,,Cx300,Cx300[c],,,,,LMGP10050037,
1-acylglycerol-3P-stea[c],,1-acylglycerol-3P-stea,,lipidmaps/LMGP10050005,C21H43O7P,,c,MMRNM0313c,,Cx301,Cx301[c],,,,,LMGP10050005,
1-acylglycerol-3P-tetraco[c],,1-acylglycerol-3P-tetraco,,,C27H55O7P,,c,MMRNM0314c,,Cx302,Cx302[c],,,,,,
1-acylglycerol-3P-trico[c],,1-acylglycerol-3P-trico,,,C26H53O7P,,c,MMRNM0315c,,Cx303,Cx303[c],,,,,,
1-acylglycerol-3P-tridec[c],,1-acylglycerol-3P-tridec,,lipidmaps/LMGP10050001,C16H33O7P,,c,MMRNM0316c,,Cx304,Cx304[c],,,,,LMGP10050001,
1-acylglycerol-chylomicron pool[c],,1-acylglycerol-chylomicron pool,,,,,c,MMRNM0317c,,m11,m11[c],,,,,,
1-acylglycerol-chylomicron pool[s],,1-acylglycerol-chylomicron pool,,,,,s,MMRNM0317s,,m11,m11[s],,,,,,
1-acylglycerol-LD-PC pool[c],,1-acylglycerol-LD-PC pool,,,,,c,MMRNM0318c,,m12,m12[c],,,,,,
1-acylglycerol-LD-PE pool[c],,1-acylglycerol-LD-PE pool,,,,,c,MMRNM0319c,,m13,m13[c],,,,,,
1-acylglycerol-LD-PI pool[c],,1-acylglycerol-LD-PI pool,,,,,c,MMRNM0320c,,m14,m14[c],,,,,,
1-acylglycerol-LD-PS pool[c],,1-acylglycerol-LD-PS pool,,,,,c,MMRNM0321c,,m15,m15[c],,,,,,
1-acylglycerol-LD-SM pool[c],,1-acylglycerol-LD-SM pool,,,,,c,MMRNM0322c,,m16,m16[c],,,,,,
1-acylglycerol-LD-TG1 pool[c],,1-acylglycerol-LD-TG1 pool,,,,,c,MMRNM0323c,,m17,m17[c],,,,,,
1-acylglycerol-VLDL pool[c],,1-acylglycerol-VLDL pool,,,,,c,MMRNM0324c,,m18,m18[c],,,,,,
1-acylglycerol-VLDL pool[s],,1-acylglycerol-VLDL pool,,,,,s,MMRNM0324s,,m18,m18[s],,,,,,
1-alkenyl-2-acylglycerol[c],,1-alkenyl-2-acylglycerol,,kegg.compound/C03454;vmhmetabolite/M00512;metanetx.chemical/MNXM162490;sbo/SBO:0000247,C6H8O4R2,,c,MMRNM0325c,,C03454,C03454[c],,C03454,,,,SBO:0000247
