,#,ID,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE
579,,1D-Myo-Inositol 1-Phosphate[c],1D-Myo-Inositol 1-Phosphate,,kegg.compound/C01177,,"1/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3+,4-,5-,6-/s2",c,MMRNM0640c,0.0
580,,1D-Myo-Inositol 3-Phosphate[c],1D-Myo-Inositol 3-Phosphate,,kegg.compound/C04006;pubchem.compound/440194,,"1/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3+,4-,5-,6-/s2",c,MMRNM0641c,0.0
581,,1D-Myo-Inositol 4-Phosphate[c],1D-Myo-Inositol 4-Phosphate,,kegg.compound/C03546,,"1/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3-,4+,5-,6-/s2",c,MMRNM0642c,0.0
582,,"1D-myo-inositol-1,3,4-trisphosphate[c]","1D-myo-inositol-1,3,4-trisphosphate",,obo.chebi:CHEBI/18228,C6H15O15P3,,c,MMRNM0643c,0.0
583,,"1D-myo-inositol-1,3,4,5-tetrakisphosphate[c]","1D-myo-inositol-1,3,4,5-tetrakisphosphate",,obo.chebi:CHEBI/16783,C6H16O18P4,,c,MMRNM0644c,0.0
584,,"1D-myo-inositol-1,3,4,5,6-pentakisphosphate[c]","1D-myo-inositol-1,3,4,5,6-pentakisphosphate",,obo.chebi:CHEBI/16322,C6H17O21P5,,c,MMRNM0645c,0.0
585,,"1D-myo-inositol-1,3,4,5,6-pentakisphosphate[n]","1D-myo-inositol-1,3,4,5,6-pentakisphosphate",,obo.chebi:CHEBI/16322,C6H17O21P5,,n,MMRNM0645n,0.0
586,,"1D-myo-inositol-1,4-bisphosphate[c]","1D-myo-inositol-1,4-bisphosphate",,obo.chebi:CHEBI/17816,C6H14O12P2,,c,MMRNM0647c,0.0
587,,"1D-myo-inositol-1,4-bisphosphate[n]","1D-myo-inositol-1,4-bisphosphate",,obo.chebi:CHEBI/17816,C6H14O12P2,,n,MMRNM0647n,0.0
588,,1D-myo-inositol-3-phosphate[c],1D-myo-inositol-3-phosphate,,obo.chebi:CHEBI/18169,C6H13O9P,,c,MMRNM0649c,0.0
589,,"1D-myo-inositol-3,4-bisphosphate[c]","1D-myo-inositol-3,4-bisphosphate",,obo.chebi:CHEBI/28858,C6H14O12P2,,c,MMRNM0650c,0.0
590,,1D-myo-inositol-4-phosphate[c],1D-myo-inositol-4-phosphate,,obo.chebi:CHEBI/18384,C6H13O9P,,c,MMRNM0652c,0.0
591,,1D-myo-inositol-bisdiphosphate-tetrakisphosphate[c],1D-myo-inositol-bisdiphosphate-tetrakisphosphate,,kegg.compound/C18058,C6H20O30P8,,c,MMRNM0653c,0.0
592,,1D-myo-inositol-bisdiphosphate-tetrakisphosphate[n],1D-myo-inositol-bisdiphosphate-tetrakisphosphate,,kegg.compound/C18058,C6H20O30P8,,n,MMRNM0653n,0.0
593,,2-acetyl-1-alkyl-sn-glycero-3-phosphocholine[c],2-acetyl-1-alkyl-sn-glycero-3-phosphocholine,,obo.chebi:CHEBI/36707,C10H22NO7PR,,c,MMRNM0657c,0.0
594,,2-acetyl-1-alkyl-sn-glycero-3-phosphocholine[s],2-acetyl-1-alkyl-sn-glycero-3-phosphocholine,,obo.chebi:CHEBI/36707,C10H22NO7PR,,s,MMRNM0657s,0.0
595,,2-amino-3-carboxymuconate semialdehyde[c],2-amino-3-carboxymuconate semialdehyde,,obo.chebi:CHEBI/995,C7H7NO5,,c,MMRNM0660c,0.0
596,,2-amino-3-oxoadipate[m],2-amino-3-oxoadipate,,kegg.compound/C05520,C6H9NO5,,m,MMRNM0661m,0.0
597,,2-aminoadipate 6-semialdehyde[c],2-aminoadipate 6-semialdehyde,,obo.chebi:CHEBI/17917,C6H11NO3,,c,MMRNM0662c,0.0
598,,2-aminoadipate 6-semialdehyde[m],2-aminoadipate 6-semialdehyde,,obo.chebi:CHEBI/17917,C6H11NO3,,m,MMRNM0662m,0.0
599,,2-aminomuconate semialdehyde[c],2-aminomuconate semialdehyde,,obo.chebi:CHEBI/15745,C6H7NO3,,c,MMRNM0664c,0.0
600,,2-deoxy-D-ribose-1-phosphate[c],2-deoxy-D-ribose-1-phosphate,,obo.chebi:CHEBI/28542,C5H11O7P,,c,MMRNM0673c,
601,,2-deoxy-D-ribose-5-phosphate[c],2-deoxy-D-ribose-5-phosphate,,obo.chebi:CHEBI/16132,C5H11O7P,,c,MMRNM0674c,
602,,2-Deoxyadenosine[c],2-Deoxyadenosine,,hmdb/HMDB00101;kegg.compound/C00559;pubchem.compound/13730,,"1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",c,MMRNM0675c,-1.0
603,,2-Deoxyadenosine[s],2-Deoxyadenosine,,hmdb/HMDB00101;kegg.compound/C00559;pubchem.compound/13730,,"1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",s,MMRNM0675s,-1.0
604,,2-Deoxyinosine 5-Phosphate[c],2-Deoxyinosine 5-Phosphate,,kegg.compound/C06196;pubchem.compound/91531,,"1S/C10H13N4O7P/c15-5-1-7(21-6(5)2-20-22(17,18)19)14-4-13-8-9(14)11-3-12-10(8)16/h3-7,15H,1-2H2,(H,11,12,16)(H2,17,18,19)/p-2/t5-,6+,7+/m0/s1",c,MMRNM0676c,0.0
605,,2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid[c],2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid,,,C33H34FN2O6,,c,MMRNM0686c,0.0
606,,2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid[s],2-hydroxy-atorvastatin-acid / ortho-hydroxy-atorvastatin acid,,,C33H34FN2O6,,s,MMRNM0686s,0.0
607,,2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone[c],2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone,,,C33H33FN2O5,,c,MMRNM0688c,0.0
608,,2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone[s],2-hydroxy-atorvastatin-lactone / ortho-hydroxy-atorvastatin lactone,,,C33H33FN2O5,,s,MMRNM0688s,0.0
609,,2-hydroxybutyrate[c],2-hydroxybutyrate,,kegg.compound/C05984,C4H8O3,,c,MMRNM0694c,0.0
610,,2-hydroxybutyrate[s],2-hydroxybutyrate,,kegg.compound/C05984,C4H8O3,,s,MMRNM0694s,0.0
611,,2-hydroxyphytanoyl-CoA[p],2-hydroxyphytanoyl-CoA,,,C41H74N7O18P3S,,p,MMRNM0702p,-2.0
612,,2-lysolecithin pool[c],2-lysolecithin pool,,,,,c,MMRNM0705c,-2.0
613,,2-lysolecithin pool[l],2-lysolecithin pool,,,,,l,MMRNM0705l,-2.0
614,,2-lysolecithin pool[r],2-lysolecithin pool,,,,,r,MMRNM0705r,
615,,2-methyl-3-oxopropanoate[c],2-methyl-3-oxopropanoate,,obo.chebi:CHEBI/16256,C4H6O3,,c,MMRNM0711c,
616,,2-methyl-3-oxopropanoate[m],2-methyl-3-oxopropanoate,,obo.chebi:CHEBI/16256,C4H6O3,,m,MMRNM0711m,
617,,2-methylacetoacetyl-CoA[m],2-methylacetoacetyl-CoA,,obo.chebi:CHEBI/15476,C26H42N7O18P3S,,m,MMRNM0712m,
618,,2-methylbutyryl-CoA[m],2-methylbutyryl-CoA,,obo.chebi:CHEBI/15477,C26H44N7O17P3S,,m,MMRNM0713m,0.0
619,,2-Methylbutyrylglycine[m],2-Methylbutyrylglycine,,hmdb/HMDB00339;pubchem.compound/193872,,"1/C7H13NO3/c1-3-5(2)7(11)8-4-6(9)10/h5H,3-4H2,1-2H3,(H,8,11)(H,9,10)/p-1",m,MMRNM0714m,0.0
620,,2-oxo-3-methylvalerate[c],2-oxo-3-methylvalerate,,obo.chebi:CHEBI/28654,C6H10O3,,c,MMRNM0721c,0.0
621,,2-oxo-3-methylvalerate[m],2-oxo-3-methylvalerate,,obo.chebi:CHEBI/28654,C6H10O3,,m,MMRNM0721m,0.0
622,,2-oxoadipate[c],2-oxoadipate,,obo.chebi:CHEBI/15753,C6H8O5,,c,MMRNM0722c,
623,,2-oxoadipate[m],2-oxoadipate,,obo.chebi:CHEBI/15753,C6H8O5,,m,MMRNM0722m,
624,,2-oxobutyrate[c],2-oxobutyrate,,obo.chebi:CHEBI/30831,C4H6O3,,c,MMRNM0724c,
625,,2-oxobutyrate[m],2-oxobutyrate,,obo.chebi:CHEBI/30831,C4H6O3,,m,MMRNM0724m,
626,,2-oxoglutaramate[c],2-oxoglutaramate,,obo.chebi:CHEBI/30882,C5H7NO4,,c,MMRNM0725c,
627,,2-oxoglutaramate[m],2-oxoglutaramate,,obo.chebi:CHEBI/30882,C5H7NO4,,m,MMRNM0725m,
628,,2-phenylacetamide[c],2-phenylacetamide,,obo.chebi:CHEBI/16562,C8H9NO,,c,MMRNM0727c,
629,,2-phospho-D-glycerate[c],2-phospho-D-glycerate,,obo.chebi:CHEBI/17835,C3H7O7P,,c,MMRNM0728c,
630,,2-trans-4-cis-decadienoyl-CoA[m],2-trans-4-cis-decadienoyl-CoA,,,C31H50N7O17P3S,,m,MMRNM0732m,
631,,2-trans-4-cis-decadienoyl-CoA[p],2-trans-4-cis-decadienoyl-CoA,,,C31H50N7O17P3S,,p,MMRNM0732p,
632,,"2-Trans-7,10,13,16,19-All-Cis-Docosahexaenoyl Coenzyme A[r]","2-Trans-7,10,13,16,19-All-Cis-Docosahexaenoyl Coenzyme A",,,C43H62N7O17P3S,,r,MMRNM0733r,0.0
633,,"2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA[c]","2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA",,,C43H66N7O17P3S,,c,MMRNM0734c,0.0
634,,"2-Trans-9,12,15,18-All-Cis-Tetracosapentaenoyl Coenzyme A[r]","2-Trans-9,12,15,18-All-Cis-Tetracosapentaenoyl Coenzyme A",,,,"1/C45H72N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-36(54)73-29-28-47-35(53)26-27-48-43(57)40(56)45(2,3)31-66-72(63,64)69-71(61,62)65-30-34-39(68-70(58,59)60)38(55)44(67-34)52-33-51-37-41(46)49-32-50-42(37)52/h8-9,11-12,14-15,17-18,24-25,32-34,38-40,44,55-56H,4-7,10,13,16,19-23,26-31H2,1-3H3,(H,47,53)(H,48,57)(H,61,62)(H,63,64)(H2,46,49,50)(H2,58,59,60)/p-4/b9-8+,12-11-,15-14-,18-17-,25-24+/t34-,38+,39+,40-,44-/s2",r,MMRNM0735r,0.0
635,,"2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA[c]","2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA",,,C45H72N7O17P3S,,c,MMRNM0736c,0.0
636,,"2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA[c]","2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA",,,C45H70N7O17P3S,,c,MMRNM0738c,0.0
637,,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA[m]","2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA",,,C41H64N7O17P3S,,m,MMRNM0739m,0.0
638,,"2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA[p]","2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA",,,C41H64N7O17P3S,,p,MMRNM0739p,0.0
639,,"2,3-bisphospho-D-glycerate[c]","2,3-bisphospho-D-glycerate",,obo.chebi:CHEBI/17720,C3H8O10P2,,c,MMRNM0743c,0.0
640,,"2,3-diketo-5-methylthiopentyl-1-phosphate[c]","2,3-diketo-5-methylthiopentyl-1-phosphate",,obo.chebi:CHEBI/50604,C6H11O6PS,,c,MMRNM0748c,0.0
641,,"2,4-Decadienoyl Coenzyme A[m]","2,4-Decadienoyl Coenzyme A",,pubchem.compound/22833562,C31H46N7O17P3S,,m,MMRNM0750m,0.0
642,,"2,4-Decadienoyl Coenzyme A[p]","2,4-Decadienoyl Coenzyme A",,pubchem.compound/22833562,C31H46N7O17P3S,,p,MMRNM0750p,
643,,"2,4,7-Decatrienoyl Coenzyme A[m]","2,4,7-Decatrienoyl Coenzyme A",,,,"1S/C31H48N7O17P3S/c1-4-5-6-7-8-9-10-11-22(40)59-15-14-33-21(39)12-13-34-29(43)26(42)31(2,3)17-52-58(49,50)55-57(47,48)51-16-20-25(54-56(44,45)46)24(41)30(53-20)38-19-37-23-27(32)35-18-36-28(23)38/h5-6,8-11,18-20,24-26,30,41-42H,4,7,12-17H2,1-3H3,(H,33,39)(H,34,43)(H,47,48)(H,49,50)(H2,32,35,36)(H2,44,45,46)/p-4/b6-5-,9-8-,11-10+/t20-,24-,25-,26+,30-/m1/s1",m,MMRNM0751m,
644,,"2,4,7,10-Hexadecatetraenoyl Coenzyme A[m]","2,4,7,10-Hexadecatetraenoyl Coenzyme A",,,,"1S/C37H58N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h8-9,11-12,14-17,24-26,30-32,36,47-48H,4-7,10,13,18-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/p-4/b9-8-,12-11-,15-14-,17-16+/t26-,30-,31-,32+,36-/m1/s1",m,MMRNM0752m,0.0
645,,"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A[m]","2,4,7,10,13-Hexadecapentaenoyl Coenzyme A",,,,"1S/C37H56N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h5-6,8-9,11-12,14-17,24-26,30-32,36,47-48H,4,7,10,13,18-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/p-4/b6-5-,9-8-,12-11-,15-14-,17-16+/t26-,30-,31-,32+,36-/m1/s1",m,MMRNM0753m,0.0
646,,"2,4,7,10,13,16-Docosahexenoyl Coenzyme A[m]","2,4,7,10,13,16-Docosahexenoyl Coenzyme A",,,C43H62N7O17P3S,,m,MMRNM0754m,
647,,"2,4,7,10,13,16,19-Docosaheptenoyl Coenzyme A[m]","2,4,7,10,13,16,19-Docosaheptenoyl Coenzyme A",,,,"1S/C43H64N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h5-6,8-9,11-12,14-15,17-18,20-23,30-32,36-38,42,53-54H,4,7,10,13,16,19,24-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/p-4/b6-5+,9-8+,12-11+,15-14+,18-17+,21-20+,23-22+/t32-,36-,37-,38+,42-/m1/s1",m,MMRNM0755m,0.0
648,,"2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine[c]","2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine",,kegg.compound/C06148,C9H18N5O14P3,,c,MMRNM0756c,0.0
649,,"2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine[n]","2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine",,kegg.compound/C06148,C9H18N5O14P3,,n,MMRNM0756n,0.0
650,,"2,5-diaminopyrimidine nucleoside triphosphate[c]","2,5-diaminopyrimidine nucleoside triphosphate",,kegg.compound/C05923,C9H18N5O14P3,,c,MMRNM0757c,0.0
651,,"2,5-diaminopyrimidine nucleoside triphosphate[n]","2,5-diaminopyrimidine nucleoside triphosphate",,kegg.compound/C05923,C9H18N5O14P3,,n,MMRNM0757n,0.0
652,,"2,5-dihydroxybenzoate[c]","2,5-dihydroxybenzoate",,obo.chebi:CHEBI/17189,C7H6O4,,c,MMRNM0758c,0.0
653,,"2,6-dimethyl-trans-2-heptenoyl-CoA[m]","2,6-dimethyl-trans-2-heptenoyl-CoA",,,C30H50N7O17P3S,,m,MMRNM0760m,0.0
654,,"2,6-dimethylheptanoyl-carnitine[m]","2,6-dimethylheptanoyl-carnitine",,,C16H31NO4,,m,MMRNM0761m,0.0
655,,"2,6-Dodecadienoyl Coenzyme A[m]","2,6-Dodecadienoyl Coenzyme A",,pubchem.compound/53480665,,"1S/C33H54N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-24(42)61-17-16-35-23(41)14-15-36-31(45)28(44)33(2,3)19-54-60(51,52)57-59(49,50)53-18-22-27(56-58(46,47)48)26(43)32(55-22)40-21-39-25-29(34)37-20-38-30(25)40/h8-9,12-13,20-22,26-28,32,43-44H,4-7,10-11,14-19H2,1-3H3,(H,35,41)(H,36,45)(H,49,50)(H,51,52)(H2,34,37,38)(H2,46,47,48)/p-4/b9-8-,13-12+/t22-,26-,27-,28+,32-/m1/s1",m,MMRNM0762m,-3.0
656,,"2,6,9-Dodecatrienoyl Coenzyme A[m]","2,6,9-Dodecatrienoyl Coenzyme A",,,,"1S/C33H52N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-24(42)61-17-16-35-23(41)14-15-36-31(45)28(44)33(2,3)19-54-60(51,52)57-59(49,50)53-18-22-27(56-58(46,47)48)26(43)32(55-22)40-21-39-25-29(34)37-20-38-30(25)40/h5-6,8-9,12-13,20-22,26-28,32,43-44H,4,7,10-11,14-19H2,1-3H3,(H,35,41)(H,36,45)(H,49,50)(H,51,52)(H2,34,37,38)(H2,46,47,48)/p-4/b6-5-,9-8-,13-12+/t22-,26-,27-,28+,32-/m1/s1",m,MMRNM0763m,-5.0
657,,"2,6,9,12-Octadecatetraenoyl Coenzyme A[m]","2,6,9,12-Octadecatetraenoyl Coenzyme A",,,,"1S/C39H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h8-9,11-12,14-15,18-19,26-28,32-34,38,49-50H,4-7,10,13,16-17,20-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b9-8-,12-11-,15-14-,19-18+/t28-,32-,33-,34+,38-/m1/s1",m,MMRNM0764m,-7.0
658,,"2,6,9,12,15-Octadecapentenoyl Coenzyme A[m]","2,6,9,12,15-Octadecapentenoyl Coenzyme A",,,,"1S/C39H60N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h5-6,8-9,11-12,14-15,18-19,26-28,32-34,38,49-50H,4,7,10,13,16-17,20-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b6-5+,9-8+,12-11+,15-14+,19-18+/t28-,32-,33-,34+,38-/m1/s1",m,MMRNM0765m,-7.0
659,,"2,7-Decadienoyl Coenzyme A[m]","2,7-Decadienoyl Coenzyme A",,,,"1S/C31H50N7O17P3S/c1-4-5-6-7-8-9-10-11-22(40)59-15-14-33-21(39)12-13-34-29(43)26(42)31(2,3)17-52-58(49,50)55-57(47,48)51-16-20-25(54-56(44,45)46)24(41)30(53-20)38-19-37-23-27(32)35-18-36-28(23)38/h5-6,10-11,18-20,24-26,30,41-42H,4,7-9,12-17H2,1-3H3,(H,33,39)(H,34,43)(H,47,48)(H,49,50)(H2,32,35,36)(H2,44,45,46)/p-4/b6-5-,11-10+/t20-,24-,25-,26+,30-/m1/s1",m,MMRNM0766m,-5.0
660,,"2,7,10-Hexadecatrienoyl Coenzyme A[m]","2,7,10-Hexadecatrienoyl Coenzyme A",,,,"1S/C37H60N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h8-9,11-12,16-17,24-26,30-32,36,47-48H,4-7,10,13-15,18-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/p-4/b9-8-,12-11-,17-16+/t26-,30-,31-,32+,36-/m1/s1",m,MMRNM0767m,-5.0
661,,"2,7,10,13-Hexadecatetraenoyl Coenzyme A[m]","2,7,10,13-Hexadecatetraenoyl Coenzyme A",,,,"1S/C37H58N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-28(46)65-21-20-39-27(45)18-19-40-35(49)32(48)37(2,3)23-58-64(55,56)61-63(53,54)57-22-26-31(60-62(50,51)52)30(47)36(59-26)44-25-43-29-33(38)41-24-42-34(29)44/h5-6,8-9,11-12,16-17,24-26,30-32,36,47-48H,4,7,10,13-15,18-23H2,1-3H3,(H,39,45)(H,40,49)(H,53,54)(H,55,56)(H2,38,41,42)(H2,50,51,52)/p-4/b6-5-,9-8-,12-11-,17-16+/t26-,30-,31-,32+,36-/m1/s1",m,MMRNM0768m,-3.0
662,,"2,7,10,13,16-Docosapentenoyl Coenzyme A[m]","2,7,10,13,16-Docosapentenoyl Coenzyme A",,,,"1S/C43H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h8-9,11-12,14-15,17-18,22-23,30-32,36-38,42,53-54H,4-7,10,13,16,19-21,24-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/p-4/b9-8-,12-11-,15-14-,18-17-,23-22+/t32-,36-,37-,38+,42-/m1/s1",m,MMRNM0769m,-3.0
663,,"2,7,10,13,16,19-Docosahexenoyl Coenzyme A[m]","2,7,10,13,16,19-Docosahexenoyl Coenzyme A",,,,"1S/C43H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h5-6,8-9,11-12,14-15,17-18,22-23,30-32,36-38,42,53-54H,4,7,10,13,16,19-21,24-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/p-4/b6-5+,9-8+,12-11+,15-14+,18-17+,23-22+/t32-,36-,37-,38+,42-/m1/s1",m,MMRNM0770m,
664,,"2(R),6-dimethyl-heptanoyl-CoA[m]","2(R),6-dimethyl-heptanoyl-CoA",,,C30H52N7O17P3S,,m,MMRNM0771m,
665,,2(S)-pristanal[p],2(S)-pristanal,,,C19H38O,,p,MMRNM0772p,
666,,"2(S),6-Dimethyl-Heptanoyl Coenzyme A[m]","2(S),6-Dimethyl-Heptanoyl Coenzyme A",,,C30H48N7O17P3S,,m,MMRNM0773m,
667,,"2(S),6-dimethyl-heptanoyl-CoA[m]","2(S),6-dimethyl-heptanoyl-CoA",,,C30H52N7O17P3S,,m,MMRNM0774m,
668,,"20-COOH-10,11-dihydro-LTB4[c]","20-COOH-10,11-dihydro-LTB4",,,C20H32O6,,c,MMRNM0778c,
669,,"20-COOH-10,11-dihydro-LTB4[m]","20-COOH-10,11-dihydro-LTB4",,,C20H32O6,,m,MMRNM0778m,
670,,"20-COOH-10,11-dihydro-LTB4[p]","20-COOH-10,11-dihydro-LTB4",,,C20H32O6,,p,MMRNM0778p,
671,,20-COOH-18-oxo-LTE4-CoA[p],20-COOH-18-oxo-LTE4-CoA,,,C44H67N8O23P3S2,,p,MMRNM0779p,
672,,20-COOH-LTB4[c],20-COOH-LTB4,,lipidmaps/LMFA03020016,C20H30O6,,c,MMRNM0780c,
673,,20-COOH-LTB4[m],20-COOH-LTB4,,lipidmaps/LMFA03020016,C20H30O6,,m,MMRNM0780m,
674,,20-COOH-LTB4[p],20-COOH-LTB4,,lipidmaps/LMFA03020016,C20H30O6,,p,MMRNM0780p,-1.0
675,,20-COOH-LTB4[r],20-COOH-LTB4,,lipidmaps/LMFA03020016,C20H30O6,,r,MMRNM0780r,-1.0
676,,20-dihydroxy-LTB4[r],20-dihydroxy-LTB4,,,C20H32O6,,r,MMRNM0783r,-1.0
677,,20-hydroxy-arachidonate[c],20-hydroxy-arachidonate,,obo.chebi:CHEBI/34306,C20H32O3,,c,MMRNM0787c,
678,,20-hydroxy-arachidonate[s],20-hydroxy-arachidonate,,obo.chebi:CHEBI/34306,C20H32O3,,s,MMRNM0787s,
679,,20-hydroxycholesterol[r],20-hydroxycholesterol,,,C27H46O2,,r,MMRNM0791r,
680,,20-oxo-LTB4[c],20-oxo-LTB4,,,C20H30O5,,c,MMRNM0795c,
681,,20-oxo-LTB4[m],20-oxo-LTB4,,,C20H30O5,,m,MMRNM0795m,
682,,20-oxo-LTB4[r],20-oxo-LTB4,,,C20H30O5,,r,MMRNM0795r,-1.0
683,,20-trihydroxy-LTB4[r],20-trihydroxy-LTB4,,,C20H32O7,,r,MMRNM0797r,-1.0
684,,20alpha-hydroxy-4-pregnen-3-one[c],20alpha-hydroxy-4-pregnen-3-one,,obo.chebi:CHEBI/28453,C21H32O2,,c,MMRNM0798c,
685,,21-deoxycortisol[c],21-deoxycortisol,,kegg.compound/C05497,C21H30O4,,c,MMRNM0800c,
686,,21-hydroxypregnenolone[c],21-hydroxypregnenolone,,obo.chebi:CHEBI/28043,C21H32O3,,c,MMRNM0802c,
687,,22beta-hydroxycholesterol[m],22beta-hydroxycholesterol,,obo.chebi:CHEBI/1301,C27H46O2,,m,MMRNM0803m,
688,,"24,25-dihydrolanosterol[c]","24,25-dihydrolanosterol",,obo.chebi:CHEBI/28113,C30H52O,,c,MMRNM0809c,0.0
689,,"24R,25-dihyoxyvitamin D2[m]","24R,25-dihyoxyvitamin D2",,,C28H44O3,,m,MMRNM0810m,0.0
690,,25-hydroxyvitamin D2[m],25-hydroxyvitamin D2,,,C28H44O2,,m,MMRNM0812m,0.0
